mobileNumber,deviceId,contentId,userId
9876500198,DEV_0198,48,198
9876500199,DEV_0199,49,199
9876500200,DEV_0200,50,200
9876500201,DEV_0201,1,201
9876500202,DEV_0202,2,202
9876500203,DEV_0203,3,203
9876500204,DEV_0204,4,204
9876500205,DEV_0205,5,205
9876500206,DEV_0206,6,206
9876500207,DEV_0207,7,207
9876500208,DEV_0208,8,208
9876500209,DEV_0209,9,209
9876500210,DEV_0210,10,210
9876500211,DEV_0211,11,211
9876500212,DEV_0212,12,212
9876500213,DEV_0213,13,213
9876500214,DEV_0214,14,214
9876500215,DEV_0215,15,215
9876500216,DEV_0216,16,216
9876500217,DEV_0217,17,217
9876500218,DEV_0218,18,218
9876500219,DEV_0219,19,219
9876500220,DEV_0220,20,220
9876500221,DEV_0221,21,221
9876500222,DEV_0222,22,222
9876500223,DEV_0223,23,223
9876500224,DEV_0224,24,224
9876500225,DEV_0225,25,225
9876500226,DEV_0226,26,226
9876500227,DEV_0227,27,227
9876500228,DEV_0228,28,228
9876500229,DEV_0229,29,229
9876500230,DEV_0230,30,230
9876500231,DEV_0231,31,231
9876500232,DEV_0232,32,232
9876500233,DEV_0233,33,233
9876500234,DEV_0234,34,234
9876500235,DEV_0235,35,235
9876500236,DEV_0236,36,236
9876500237,DEV_0237,37,237
9876500238,DEV_0238,38,238
9876500239,DEV_0239,39,239
9876500240,DEV_0240,40,240
9876500241,DEV_0241,41,241
9876500242,DEV_0242,42,242
9876500243,DEV_0243,43,243
9876500244,DEV_0244,44,244
9876500245,DEV_0245,45,245
9876500246,DEV_0246,46,246
9876500247,DEV_0247,47,247
9876500248,DEV_0248,48,248
9876500249,DEV_0249,49,249
9876500250,DEV_0250,50,250
9876500251,DEV_0251,1,251
9876500252,DEV_0252,2,252
9876500253,DEV_0253,3,253
9876500254,DEV_0254,4,254
9876500255,DEV_0255,5,255
9876500256,DEV_0256,6,256
9876500257,DEV_0257,7,257
9876500258,DEV_0258,8,258
9876500259,DEV_0259,9,259
9876500260,DEV_0260,10,260
9876500261,DEV_0261,11,261
9876500262,DEV_0262,12,262
9876500263,DEV_0263,13,263
9876500264,DEV_0264,14,264
9876500265,DEV_0265,15,265
9876500266,DEV_0266,16,266
9876500267,DEV_0267,17,267
9876500268,DEV_0268,18,268
9876500269,DEV_0269,19,269
9876500270,DEV_0270,20,270
9876500271,DEV_0271,21,271
9876500272,DEV_0272,22,272
9876500273,DEV_0273,23,273
9876500274,DEV_0274,24,274
9876500275,DEV_0275,25,275
9876500276,DEV_0276,26,276
9876500277,DEV_0277,27,277
9876500278,DEV_0278,28,278
9876500279,DEV_0279,29,279
9876500280,DEV_0280,30,280
9876500281,DEV_0281,31,281
9876500282,DEV_0282,32,282
9876500283,DEV_0283,33,283
9876500284,DEV_0284,34,284
9876500285,DEV_0285,35,285
9876500286,DEV_0286,36,286
9876500287,DEV_0287,37,287
9876500288,DEV_0288,38,288
9876500289,DEV_0289,39,289
9876500290,DEV_0290,40,290
9876500291,DEV_0291,41,291
9876500292,DEV_0292,42,292
9876500293,DEV_0293,43,293
9876500294,DEV_0294,44,294
9876500295,DEV_0295,45,295
9876500296,DEV_0296,46,296
9876500297,DEV_0297,47,297
9876500298,DEV_0298,48,298
9876500299,DEV_0299,49,299
9876500300,DEV_0300,50,300
9876500301,DEV_0301,1,301
9876500302,DEV_0302,2,302
9876500303,DEV_0303,3,303
9876500304,DEV_0304,4,304
9876500305,DEV_0305,5,305
9876500306,DEV_0306,6,306
9876500307,DEV_0307,7,307
9876500308,DEV_0308,8,308
9876500309,DEV_0309,9,309
9876500310,DEV_0310,10,310
9876500311,DEV_0311,11,311
9876500312,DEV_0312,12,312
9876500313,DEV_0313,13,313
9876500314,DEV_0314,14,314
9876500315,DEV_0315,15,315
9876500316,DEV_0316,16,316
9876500317,DEV_0317,17,317
9876500318,DEV_0318,18,318
9876500319,DEV_0319,19,319
9876500320,DEV_0320,20,320
9876500321,DEV_0321,21,321
9876500322,DEV_0322,22,322
9876500323,DEV_0323,23,323
9876500324,DEV_0324,24,324
9876500325,DEV_0325,25,325
9876500326,DEV_0326,26,326
9876500327,DEV_0327,27,327
9876500328,DEV_0328,28,328
9876500329,DEV_0329,29,329
9876500330,DEV_0330,30,330
9876500331,DEV_0331,31,331
9876500332,DEV_0332,32,332
9876500333,DEV_0333,33,333
9876500334,DEV_0334,34,334
9876500335,DEV_0335,35,335
9876500336,DEV_0336,36,336
9876500337,DEV_0337,37,337
9876500338,DEV_0338,38,338
9876500339,DEV_0339,39,339
9876500340,DEV_0340,40,340
9876500341,DEV_0341,41,341
9876500342,DEV_0342,42,342
9876500343,DEV_0343,43,343
9876500344,DEV_0344,44,344
9876500345,DEV_0345,45,345
9876500346,DEV_0346,46,346
9876500347,DEV_0347,47,347
9876500348,DEV_0348,48,348
9876500349,DEV_0349,49,349
9876500350,DEV_0350,50,350
9876500351,DEV_0351,1,351
9876500352,DEV_0352,2,352
9876500353,DEV_0353,3,353
9876500354,DEV_0354,4,354
9876500355,DEV_0355,5,355
9876500356,DEV_0356,6,356
9876500357,DEV_0357,7,357
9876500358,DEV_0358,8,358
9876500359,DEV_0359,9,359
9876500360,DEV_0360,10,360
9876500361,DEV_0361,11,361
9876500362,DEV_0362,12,362
9876500363,DEV_0363,13,363
9876500364,DEV_0364,14,364
9876500365,DEV_0365,15,365
9876500366,DEV_0366,16,366
9876500367,DEV_0367,17,367
9876500368,DEV_0368,18,368
9876500369,DEV_0369,19,369
9876500370,DEV_0370,20,370
9876500371,DEV_0371,21,371
9876500372,DEV_0372,22,372
9876500373,DEV_0373,23,373
9876500374,DEV_0374,24,374
9876500375,DEV_0375,25,375
9876500376,DEV_0376,26,376
9876500377,DEV_0377,27,377
9876500378,DEV_0378,28,378
9876500379,DEV_0379,29,379
9876500380,DEV_0380,30,380
9876500381,DEV_0381,31,381
9876500382,DEV_0382,32,382
9876500383,DEV_0383,33,383
9876500384,DEV_0384,34,384
9876500385,DEV_0385,35,385
9876500386,DEV_0386,36,386
9876500387,DEV_0387,37,387
9876500388,DEV_0388,38,388
9876500389,DEV_0389,39,389
9876500390,DEV_0390,40,390
9876500391,DEV_0391,41,391
9876500392,DEV_0392,42,392
9876500393,DEV_0393,43,393
9876500394,DEV_0394,44,394
9876500395,DEV_0395,45,395
9876500396,DEV_0396,46,396
9876500397,DEV_0397,47,397
9876500398,DEV_0398,48,398
9876500399,DEV_0399,49,399
9876500400,DEV_0400,50,400
9876500401,DEV_0401,1,401
9876500402,DEV_0402,2,402
9876500403,DEV_0403,3,403
9876500404,DEV_0404,4,404
9876500405,DEV_0405,5,405
9876500406,DEV_0406,6,406
9876500407,DEV_0407,7,407
9876500408,DEV_0408,8,408
9876500409,DEV_0409,9,409
9876500410,DEV_0410,10,410
9876500411,DEV_0411,11,411
9876500412,DEV_0412,12,412
9876500413,DEV_0413,13,413
9876500414,DEV_0414,14,414
9876500415,DEV_0415,15,415
9876500416,DEV_0416,16,416
9876500417,DEV_0417,17,417
9876500418,DEV_0418,18,418
9876500419,DEV_0419,19,419
9876500420,DEV_0420,20,420
9876500421,DEV_0421,21,421
9876500422,DEV_0422,22,422
9876500423,DEV_0423,23,423
9876500424,DEV_0424,24,424
9876500425,DEV_0425,25,425
9876500426,DEV_0426,26,426
9876500427,DEV_0427,27,427
9876500428,DEV_0428,28,428
9876500429,DEV_0429,29,429
9876500430,DEV_0430,30,430
9876500431,DEV_0431,31,431
9876500432,DEV_0432,32,432
9876500433,DEV_0433,33,433
9876500434,DEV_0434,34,434
9876500435,DEV_0435,35,435
9876500436,DEV_0436,36,436
9876500437,DEV_0437,37,437
9876500438,DEV_0438,38,438
9876500439,DEV_0439,39,439
9876500440,DEV_0440,40,440
9876500441,DEV_0441,41,441
9876500442,DEV_0442,42,442
9876500443,DEV_0443,43,443
9876500444,DEV_0444,44,444
9876500445,DEV_0445,45,445
9876500446,DEV_0446,46,446
9876500447,DEV_0447,47,447
9876500448,DEV_0448,48,448
9876500449,DEV_0449,49,449
9876500450,DEV_0450,50,450
9876500451,DEV_0451,1,451
9876500452,DEV_0452,2,452
9876500453,DEV_0453,3,453
9876500454,DEV_0454,4,454
9876500455,DEV_0455,5,455
9876500456,DEV_0456,6,456
9876500457,DEV_0457,7,457
9876500458,DEV_0458,8,458
9876500459,DEV_0459,9,459
9876500460,DEV_0460,10,460
9876500461,DEV_0461,11,461
9876500462,DEV_0462,12,462
9876500463,DEV_0463,13,463
9876500464,DEV_0464,14,464
9876500465,DEV_0465,15,465
9876500466,DEV_0466,16,466
9876500467,DEV_0467,17,467
9876500468,DEV_0468,18,468
9876500469,DEV_0469,19,469
9876500470,DEV_0470,20,470
9876500471,DEV_0471,21,471
9876500472,DEV_0472,22,472
9876500473,DEV_0473,23,473
9876500474,DEV_0474,24,474
9876500475,DEV_0475,25,475
9876500476,DEV_0476,26,476
9876500477,DEV_0477,27,477
9876500478,DEV_0478,28,478
9876500479,DEV_0479,29,479
9876500480,DEV_0480,30,480
9876500481,DEV_0481,31,481
9876500482,DEV_0482,32,482
9876500483,DEV_0483,33,483
9876500484,DEV_0484,34,484
9876500485,DEV_0485,35,485
9876500486,DEV_0486,36,486
9876500487,DEV_0487,37,487
9876500488,DEV_0488,38,488
9876500489,DEV_0489,39,489
9876500490,DEV_0490,40,490
9876500491,DEV_0491,41,491
9876500492,DEV_0492,42,492
9876500493,DEV_0493,43,493
9876500494,DEV_0494,44,494
9876500495,DEV_0495,45,495
9876500496,DEV_0496,46,496
9876500497,DEV_0497,47,497
9876500498,DEV_0498,48,498
9876500499,DEV_0499,49,499
9876500500,DEV_0500,50,500
9876500501,DEV_0501,1,501
9876500502,DEV_0502,2,502
9876500503,DEV_0503,3,503
9876500504,DEV_0504,4,504
9876500505,DEV_0505,5,505
9876500506,DEV_0506,6,506
9876500507,DEV_0507,7,507
9876500508,DEV_0508,8,508
9876500509,DEV_0509,9,509
9876500510,DEV_0510,10,510
9876500511,DEV_0511,11,511
9876500512,DEV_0512,12,512
9876500513,DEV_0513,13,513
9876500514,DEV_0514,14,514
9876500515,DEV_0515,15,515
9876500516,DEV_0516,16,516
9876500517,DEV_0517,17,517
9876500518,DEV_0518,18,518
9876500519,DEV_0519,19,519
9876500520,DEV_0520,20,520
9876500521,DEV_0521,21,521
9876500522,DEV_0522,22,522
9876500523,DEV_0523,23,523
9876500524,DEV_0524,24,524
9876500525,DEV_0525,25,525
9876500526,DEV_0526,26,526
9876500527,DEV_0527,27,527
9876500528,DEV_0528,28,528
9876500529,DEV_0529,29,529
9876500530,DEV_0530,30,530
9876500531,DEV_0531,31,531
9876500532,DEV_0532,32,532
9876500533,DEV_0533,33,533
9876500534,DEV_0534,34,534
9876500535,DEV_0535,35,535
9876500536,DEV_0536,36,536
9876500537,DEV_0537,37,537
9876500538,DEV_0538,38,538
9876500539,DEV_0539,39,539
9876500540,DEV_0540,40,540
9876500541,DEV_0541,41,541
9876500542,DEV_0542,42,542
9876500543,DEV_0543,43,543
9876500544,DEV_0544,44,544
9876500545,DEV_0545,45,545
9876500546,DEV_0546,46,546
9876500547,DEV_0547,47,547
9876500548,DEV_0548,48,548
9876500549,DEV_0549,49,549
9876500550,DEV_0550,50,550
9876500551,DEV_0551,1,551
9876500552,DEV_0552,2,552
9876500553,DEV_0553,3,553
9876500554,DEV_0554,4,554
9876500555,DEV_0555,5,555
9876500556,DEV_0556,6,556
9876500557,DEV_0557,7,557
9876500558,DEV_0558,8,558
9876500559,DEV_0559,9,559
9876500560,DEV_0560,10,560
9876500561,DEV_0561,11,561
9876500562,DEV_0562,12,562
9876500563,DEV_0563,13,563
9876500564,DEV_0564,14,564
9876500565,DEV_0565,15,565
9876500566,DEV_0566,16,566
9876500567,DEV_0567,17,567
9876500568,DEV_0568,18,568
9876500569,DEV_0569,19,569
9876500570,DEV_0570,20,570
9876500571,DEV_0571,21,571
9876500572,DEV_0572,22,572
9876500573,DEV_0573,23,573
9876500574,DEV_0574,24,574
9876500575,DEV_0575,25,575
9876500576,DEV_0576,26,576
9876500577,DEV_0577,27,577
9876500578,DEV_0578,28,578
9876500579,DEV_0579,29,579
9876500580,DEV_0580,30,580
9876500581,DEV_0581,31,581
9876500582,DEV_0582,32,582
9876500583,DEV_0583,33,583
9876500584,DEV_0584,34,584
9876500585,DEV_0585,35,585
9876500586,DEV_0586,36,586
9876500587,DEV_0587,37,587
9876500588,DEV_0588,38,588
9876500589,DEV_0589,39,589
9876500590,DEV_0590,40,590
9876500591,DEV_0591,41,591
9876500592,DEV_0592,42,592
9876500593,DEV_0593,43,593
9876500594,DEV_0594,44,594
9876500595,DEV_0595,45,595
9876500596,DEV_0596,46,596
9876500597,DEV_0597,47,597
9876500598,DEV_0598,48,598
9876500599,DEV_0599,49,599
9876500600,DEV_0600,50,600
9876500601,DEV_0601,1,601
9876500602,DEV_0602,2,602
9876500603,DEV_0603,3,603
9876500604,DEV_0604,4,604
9876500605,DEV_0605,5,605
9876500606,DEV_0606,6,606
9876500607,DEV_0607,7,607
9876500608,DEV_0608,8,608
9876500609,DEV_0609,9,609
9876500610,DEV_0610,10,610
9876500611,DEV_0611,11,611
9876500612,DEV_0612,12,612
9876500613,DEV_0613,13,613
9876500614,DEV_0614,14,614
9876500615,DEV_0615,15,615
9876500616,DEV_0616,16,616
9876500617,DEV_0617,17,617
9876500618,DEV_0618,18,618
9876500619,DEV_0619,19,619
9876500620,DEV_0620,20,620
9876500621,DEV_0621,21,621
9876500622,DEV_0622,22,622
9876500623,DEV_0623,23,623
9876500624,DEV_0624,24,624
9876500625,DEV_0625,25,625
9876500626,DEV_0626,26,626
9876500627,DEV_0627,27,627
9876500628,DEV_0628,28,628
9876500629,DEV_0629,29,629
9876500630,DEV_0630,30,630
9876500631,DEV_0631,31,631
9876500632,DEV_0632,32,632
9876500633,DEV_0633,33,633
9876500634,DEV_0634,34,634
9876500635,DEV_0635,35,635
9876500636,DEV_0636,36,636
9876500637,DEV_0637,37,637
9876500638,DEV_0638,38,638
9876500639,DEV_0639,39,639
9876500640,DEV_0640,40,640
9876500641,DEV_0641,41,641
9876500642,DEV_0642,42,642
9876500643,DEV_0643,43,643
9876500644,DEV_0644,44,644
9876500645,DEV_0645,45,645
9876500646,DEV_0646,46,646
9876500647,DEV_0647,47,647
9876500648,DEV_0648,48,648
9876500649,DEV_0649,49,649
9876500650,DEV_0650,50,650
9876500651,DEV_0651,1,651
9876500652,DEV_0652,2,652
9876500653,DEV_0653,3,653
9876500654,DEV_0654,4,654
9876500655,DEV_0655,5,655
9876500656,DEV_0656,6,656
9876500657,DEV_0657,7,657
9876500658,DEV_0658,8,658
9876500659,DEV_0659,9,659
9876500660,DEV_0660,10,660
9876500661,DEV_0661,11,661
9876500662,DEV_0662,12,662
9876500663,DEV_0663,13,663
9876500664,DEV_0664,14,664
9876500665,DEV_0665,15,665
9876500666,DEV_0666,16,666
9876500667,DEV_0667,17,667
9876500668,DEV_0668,18,668
9876500669,DEV_0669,19,669
9876500670,DEV_0670,20,670
9876500671,DEV_0671,21,671
9876500672,DEV_0672,22,672
9876500673,DEV_0673,23,673
9876500674,DEV_0674,24,674
9876500675,DEV_0675,25,675
9876500676,DEV_0676,26,676
9876500677,DEV_0677,27,677
9876500678,DEV_0678,28,678
9876500679,DEV_0679,29,679
9876500680,DEV_0680,30,680
9876500681,DEV_0681,31,681
9876500682,DEV_0682,32,682
9876500683,DEV_0683,33,683
9876500684,DEV_0684,34,684
9876500685,DEV_0685,35,685
9876500686,DEV_0686,36,686
9876500687,DEV_0687,37,687
9876500688,DEV_0688,38,688
9876500689,DEV_0689,39,689
9876500690,DEV_0690,40,690
9876500691,DEV_0691,41,691
9876500692,DEV_0692,42,692
9876500693,DEV_0693,43,693
9876500694,DEV_0694,44,694
9876500695,DEV_0695,45,695
9876500696,DEV_0696,46,696
9876500697,DEV_0697,47,697
9876500698,DEV_0698,48,698
9876500699,DEV_0699,49,699
9876500700,DEV_0700,50,700
9876500701,DEV_0701,1,701
9876500702,DEV_0702,2,702
9876500703,DEV_0703,3,703
9876500704,DEV_0704,4,704
9876500705,DEV_0705,5,705
9876500706,DEV_0706,6,706
9876500707,DEV_0707,7,707
9876500708,DEV_0708,8,708
9876500709,DEV_0709,9,709
9876500710,DEV_0710,10,710
9876500711,DEV_0711,11,711
9876500712,DEV_0712,12,712
9876500713,DEV_0713,13,713
9876500714,DEV_0714,14,714
9876500715,DEV_0715,15,715
9876500716,DEV_0716,16,716
9876500717,DEV_0717,17,717
9876500718,DEV_0718,18,718
9876500719,DEV_0719,19,719
9876500720,DEV_0720,20,720
9876500721,DEV_0721,21,721
9876500722,DEV_0722,22,722
9876500723,DEV_0723,23,723
9876500724,DEV_0724,24,724
9876500725,DEV_0725,25,725
9876500726,DEV_0726,26,726
9876500727,DEV_0727,27,727
9876500728,DEV_0728,28,728
9876500729,DEV_0729,29,729
9876500730,DEV_0730,30,730
9876500731,DEV_0731,31,731
9876500732,DEV_0732,32,732
9876500733,DEV_0733,33,733
9876500734,DEV_0734,34,734
9876500735,DEV_0735,35,735
9876500736,DEV_0736,36,736
9876500737,DEV_0737,37,737
9876500738,DEV_0738,38,738
9876500739,DEV_0739,39,739
9876500740,DEV_0740,40,740
9876500741,DEV_0741,41,741
9876500742,DEV_0742,42,742
9876500743,DEV_0743,43,743
9876500744,DEV_0744,44,744
9876500745,DEV_0745,45,745
9876500746,DEV_0746,46,746
9876500747,DEV_0747,47,747
9876500748,DEV_0748,48,748
9876500749,DEV_0749,49,749
9876500750,DEV_0750,50,750
9876500751,DEV_0751,1,751
9876500752,DEV_0752,2,752
9876500753,DEV_0753,3,753
9876500754,DEV_0754,4,754
9876500755,DEV_0755,5,755
9876500756,DEV_0756,6,756
9876500757,DEV_0757,7,757
9876500758,DEV_0758,8,758
9876500759,DEV_0759,9,759
9876500760,DEV_0760,10,760
9876500761,DEV_0761,11,761
9876500762,DEV_0762,12,762
9876500763,DEV_0763,13,763
9876500764,DEV_0764,14,764
9876500765,DEV_0765,15,765
9876500766,DEV_0766,16,766
9876500767,DEV_0767,17,767
9876500768,DEV_0768,18,768
9876500769,DEV_0769,19,769
9876500770,DEV_0770,20,770
9876500771,DEV_0771,21,771
9876500772,DEV_0772,22,772
9876500773,DEV_0773,23,773
9876500774,DEV_0774,24,774
9876500775,DEV_0775,25,775
9876500776,DEV_0776,26,776
9876500777,DEV_0777,27,777
9876500778,DEV_0778,28,778
9876500779,DEV_0779,29,779
9876500780,DEV_0780,30,780
9876500781,DEV_0781,31,781
9876500782,DEV_0782,32,782
9876500783,DEV_0783,33,783
9876500784,DEV_0784,34,784
9876500785,DEV_0785,35,785
9876500786,DEV_0786,36,786
9876500787,DEV_0787,37,787
9876500788,DEV_0788,38,788
9876500789,DEV_0789,39,789
9876500790,DEV_0790,40,790
9876500791,DEV_0791,41,791
9876500792,DEV_0792,42,792
9876500793,DEV_0793,43,793
9876500794,DEV_0794,44,794
9876500795,DEV_0795,45,795
9876500796,DEV_0796,46,796
9876500797,DEV_0797,47,797
9876500798,DEV_0798,48,798
9876500799,DEV_0799,49,799
9876500800,DEV_0800,50,800
9876500801,DEV_0801,1,801
9876500802,DEV_0802,2,802
9876500803,DEV_0803,3,803
9876500804,DEV_0804,4,804
9876500805,DEV_0805,5,805
9876500806,DEV_0806,6,806
9876500807,DEV_0807,7,807
9876500808,DEV_0808,8,808
9876500809,DEV_0809,9,809
9876500810,DEV_0810,10,810
9876500811,DEV_0811,11,811
9876500812,DEV_0812,12,812
9876500813,DEV_0813,13,813
9876500814,DEV_0814,14,814
9876500815,DEV_0815,15,815
9876500816,DEV_0816,16,816
9876500817,DEV_0817,17,817
9876500818,DEV_0818,18,818
9876500819,DEV_0819,19,819
9876500820,DEV_0820,20,820
9876500821,DEV_0821,21,821
9876500822,DEV_0822,22,822
9876500823,DEV_0823,23,823
9876500824,DEV_0824,24,824
9876500825,DEV_0825,25,825
9876500826,DEV_0826,26,826
9876500827,DEV_0827,27,827
9876500828,DEV_0828,28,828
9876500829,DEV_0829,29,829
9876500830,DEV_0830,30,830
9876500831,DEV_0831,31,831
9876500832,DEV_0832,32,832
9876500833,DEV_0833,33,833
9876500834,DEV_0834,34,834
9876500835,DEV_0835,35,835
9876500836,DEV_0836,36,836
9876500837,DEV_0837,37,837
9876500838,DEV_0838,38,838
9876500839,DEV_0839,39,839
9876500840,DEV_0840,40,840
9876500841,DEV_0841,41,841
9876500842,DEV_0842,42,842
9876500843,DEV_0843,43,843
9876500844,DEV_0844,44,844
9876500845,DEV_0845,45,845
9876500846,DEV_0846,46,846
9876500847,DEV_0847,47,847
9876500848,DEV_0848,48,848
9876500849,DEV_0849,49,849
9876500850,DEV_0850,50,850
9876500851,DEV_0851,1,851
9876500852,DEV_0852,2,852
9876500853,DEV_0853,3,853
9876500854,DEV_0854,4,854
9876500855,DEV_0855,5,855
9876500856,DEV_0856,6,856
9876500857,DEV_0857,7,857
9876500858,DEV_0858,8,858
9876500859,DEV_0859,9,859
9876500860,DEV_0860,10,860
9876500861,DEV_0861,11,861
9876500862,DEV_0862,12,862
9876500863,DEV_0863,13,863
9876500864,DEV_0864,14,864
9876500865,DEV_0865,15,865
9876500866,DEV_0866,16,866
9876500867,DEV_0867,17,867
9876500868,DEV_0868,18,868
9876500869,DEV_0869,19,869
9876500870,DEV_0870,20,870
9876500871,DEV_0871,21,871
9876500872,DEV_0872,22,872
